CODIGO,CURSO,TITULO,TASA EFICIENCIA
539,2012,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2013,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2014,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"97,56"
539,2015,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
557,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"95,15"
557,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"94,61"
558,2011,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2012,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2013,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2014,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"97,13"
558,2015,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"97,26"
559,2011,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2012,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2013,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2014,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"80,81"
559,2015,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"96,39"
588,2015,GRADUADO/A CC ACT FÍSICA Y ED.PRIMA (MELILLA),
